IncidentNum,ReportedDateTime,ReportedYear,ReportedMonth,Location,WeaponUsed,ALD,NSP,POLICE,TRACT,WARD,ZIP,RoughX,RoughY,Arson,AssaultOffense,Burglary,CriminalDamage,Homicide,LockedVehicle,Robbery,SexOffense,Theft,VehicleTheft
P2C24100067,2024-10-06 02:00:00,2024,10,625 S 5TH ST,,12,16,2,186500,230,53204,2557021.70724217,380430.837035704,0,0,0,1,0,0,0,0,0,0
P2C24100062,2024-10-06 02:00:00,2024,10,5425 W FOREST HOME AV,,,,,,268,53220,2539660.34184919,363593.136698373,0,0,0,1,0,0,0,0,0,0
P2C24100065,2024-10-06 02:00:00,2024,10,300 N JEFFERSON ST,,4,,1,187400,182,53202,2560178.44652118,383921.483572699,0,0,0,0,0,1,0,0,0,0
C2410060021,2024-10-06 01:15:00,2024,10,,"ASPHYXIATION,PERSONAL WEAPON",8,17,2,17300,248,53215,2547566.87999889,371926.128776733,0,1,0,0,0,0,0,1,0,0
C2410060099,2024-10-06 00:00:00,2024,10,5466 N 66TH ST,FIREARM,2,2,4,1800,42,53218,2535696.14790838,413841.413845096,0,1,0,1,0,0,0,0,0,0
P2C24100063,2024-10-06 00:00:00,2024,10,5435 W FOREST HOME AV,,,,,,268,53220,2539603.37726586,363544.622136362,0,0,0,1,0,0,0,0,0,0
P2C24100068,2024-10-06 00:00:00,2024,10,7408 W BURLEIGH ST,,10,,7,5800,89,53210,2532945.77464788,398290.124447796,0,0,0,0,0,1,0,0,0,0
P2C24100069,2024-10-06 00:00:00,2024,10,2009 N 15TH ST,,15,10,3,185500,140,53205,2552814.91841046,392049.724541575,0,0,0,1,0,0,0,0,0,0
P2C24100070,2024-10-06 00:00:00,2024,10,3777 S 76TH ST,,11,,6,19700,266,53220,2533098.26620916,361966.482367903,0,0,0,1,0,0,0,0,0,0
P2C24100071,2024-10-06 00:00:00,2024,10,3777 S 76TH ST,,11,,6,19700,266,53220,2533098.26620916,361966.482367903,0,0,0,0,0,1,0,0,0,0
P2C24100048,2024-10-06 00:00:00,2024,10,924 S 5TH ST,,12,16,2,186500,223,53204,2557137.03302388,379122.555006601,0,0,0,0,0,0,0,0,1,0
C2410060001,2024-10-05 23:25:00,2024,10,4811 N TEUTONIA AV,FIREARM,1,2,7,2400,51,53209,2548157.33420553,409295.601602703,0,1,0,0,0,0,0,0,0,0
C2410060009,2024-10-05 23:17:00,2024,10,10008 W TOWER AV,,9,,4,202,6,53224,2524356.84641256,431234.455052823,0,0,0,1,0,0,0,0,0,0
P2C24100056,2024-10-05 23:00:00,2024,10,2938 S HERMAN ST,,14,,6,18300,240,53207,2563014.06951913,368427.493954983,0,0,0,1,0,0,0,0,0,0
C2410050175,2024-10-05 22:45:00,2024,10,4357 N 37TH ST,FIREARM,7,1,7,2600,61,53209,2544082.8614354,406517.074409135,0,1,0,0,0,0,0,0,0,0
C2410060049,2024-10-05 22:00:00,2024,10,6408 N 91ST ST,,9,,4,600,10,53224,2527192.6487944,419566.00215565,1,0,0,0,0,0,0,0,0,0
C2410060083,2024-10-05 22:00:00,2024,10,4508 W VILLARD AV,,1,2,4,2000,47,53218,2542211.80567395,411872.458173744,0,0,0,1,0,0,0,0,0,0
C2410060095,2024-10-05 22:00:00,2024,10,2467 N PIERCE ST,,6,7,5,8000,135,53212,2560283.39443702,394771.690614317,0,0,0,1,0,0,0,0,0,0
P2C24100061,2024-10-05 22:00:00,2024,10,1120 S BARCLAY ST,,12,16,2,16500,223,53204,2558937.43679828,378631.390816528,0,0,0,1,0,0,0,0,0,0
P2C24100106,2024-10-05 22:00:00,2024,10,7530 W LOCUST ST,,10,,7,5800,89,53210,2532626.04626958,396953.381167147,0,0,0,0,0,1,0,0,0,0
C2410050166,2024-10-05 21:30:00,2024,10,1110 N 17TH ST,PERSONAL WEAPON,4,12,3,14600,188,53233,2552484.13015736,387465.192256086,0,1,0,0,0,0,0,0,0,0
C2410050157,2024-10-05 21:18:00,2024,10,2375 N VEL R PHILLIPS AV,FIREARM,6,6,5,185600,138,53212,2556880.28941399,394061.587888449,0,1,0,0,0,0,0,0,0,0
P2C24100105,2024-10-05 21:00:00,2024,10,6039 S 18TH ST,,13,,6,21700,302,53221,2552493.12797455,347754.855743285,0,0,0,0,0,0,0,0,1,0
P2C24100093,2024-10-05 21:00:00,2024,10,1025 N BROADWAY,,4,,1,14400,158,53202,2558755.49695591,387522.178007789,0,0,0,0,0,1,0,0,0,0
C2410050163,2024-10-05 20:50:00,2024,10,7056 W CRAWFORD AV,,11,,6,19700,266,53220,2534842.06609606,361838.6117181,0,0,0,1,0,0,0,0,0,0
C2410060172,2024-10-05 20:00:00,2024,10,611 E WISCONSIN AV,,4,,1,187400,141,53202,2560347.26981025,385445.425371625,0,0,0,0,0,1,0,0,0,0
C2410080114,2024-10-05 20:00:00,2024,10,,PERSONAL WEAPON,9,18,4,201,2,53224,2526907.94398903,435471.393293805,0,0,0,0,0,0,0,1,0,0
C2410060053,2024-10-05 19:00:00,2024,10,7458 W APPLETON AV,,2,,7,3500,71,53216,2532908.171323,403975.286311794,0,0,0,0,0,0,0,0,1,0
C2410060013,2024-10-05 18:30:00,2024,10,1321 W LOCUST ST,PERSONAL WEAPON,6,4,5,6600,108,53206,2553487.14756602,397298.172498472,0,1,0,0,0,0,0,0,0,0
C2410050144,2024-10-05 18:30:00,2024,10,402 W BRUCE ST,,12,16,2,186500,230,53204,2557354.39915955,380645.802595604,0,0,0,1,0,0,0,0,0,0
C2410050137,2024-10-05 18:10:00,2024,10,5201 N 91ST ST,,,,,,,53110,2575157.25753755,359641.506498836,0,0,0,0,0,0,0,0,1,0
C2410050133,2024-10-05 17:20:00,2024,10,2501 N 45TH ST,,15,5,3,6100,155,53210,2542343.43971063,394483.364038292,0,0,0,1,0,0,0,0,0,0
C2410050125,2024-10-05 17:15:00,2024,10,2501 N 45TH ST,FIREARM,15,5,3,6100,155,53210,2542343.43971063,394483.364038292,0,1,0,0,0,0,0,0,0,0
C2410050129,2024-10-05 17:15:00,2024,10,2047 N CAMBRIDGE AV,PERSONAL WEAPON,3,,1,11200,175,53202,2563135.89732828,392490.147644561,0,1,0,0,0,0,0,0,0,0
C2410050123,2024-10-05 15:55:00,2024,10,2355 N 35TH ST,"ASPHYXIATION,PERSONAL WEAPON",15,8,3,9000,151,53208,2545499.55846602,393451.227862515,0,1,0,0,0,0,0,0,0,0
P2C24100064,2024-10-05 15:40:00,2024,10,823 N 2ND ST,,4,,1,186300,185,53203,2557856.6973965,386381.328775916,0,0,0,0,0,0,0,0,1,0
C2410060003,2024-10-05 15:30:00,2024,10,2200 W WELLS ST,,4,14,3,14800,190,53233,2550528.66552149,385927.186392173,0,0,0,0,0,0,0,0,0,1
C2410050091,2024-10-05 15:09:20,2024,10,322 N WATER ST,,4,,1,187400,182,53202,2559176.15846866,383779.539671306,0,0,0,0,0,0,0,0,1,0
P2C24100183,2024-10-05 15:00:00,2024,10,3265 N 10TH ST,,6,4,5,6800,112,53206,2554594.51773888,399667.40871647,0,0,0,0,0,0,0,0,1,0
C2410060050,2024-10-05 13:00:00,2024,10,5482 N 58TH ST,,2,2,4,1900,44,53218,2537982.90493523,413763.963295363,0,0,1,0,0,0,0,0,0,0
C2410050134,2024-10-05 12:00:00,2024,10,1337 W LOCUST ST,,6,4,5,6600,108,53206,2553487.14756602,397298.172498472,0,1,0,0,0,0,0,0,0,0
C2410050085,2024-10-05 12:00:00,2024,10,1327 E BRADY ST,,3,,1,11200,174,53202,2562696.85722677,390859.405292414,0,0,0,0,0,0,0,0,1,0
C2410050062,2024-10-05 11:59:35,2024,10,424 E WISCONSIN AV,,4,,1,14400,141,53202,2559961.74601442,385888.184754956,0,0,0,1,0,0,0,0,0,0
C2410050055,2024-10-05 11:59:35,2024,10,732 N JEFFERSON ST,,4,,1,14400,141,53202,2559965.20525365,385854.164469,0,0,0,1,0,0,0,0,0,0
C2410080105,2024-10-05 11:37:00,2024,10,4551 N 71ST ST,,2,,7,3200,70,53218,2533949.24466955,407413.246466812,0,0,0,0,0,0,0,0,1,0
C2410050072,2024-10-05 11:30:00,2024,10,5121 W HOWARD AV,,11,,6,19900,349,53220,2540906.30675657,361175.627154618,0,0,0,0,0,0,0,0,1,0
C2410050071,2024-10-05 11:18:00,2024,10,5201 N 91ST ST,,5,,4,501,36,53225,2527104.11047446,411625.10507527,0,0,0,0,0,0,0,0,1,0
C2410050082,2024-10-05 11:00:00,2024,10,320 E MENOMONEE ST,,4,,1,187400,182,53202,2559810.71348865,382967.270220548,0,0,0,0,0,0,0,0,0,1
C2410050089,2024-10-05 11:00:00,2024,10,2930 W ROOSEVELT DR,,1,4,5,4200,60,53216,2547581.1822923,405869.79989719,0,0,0,0,0,0,0,0,0,1
C2410050020,2024-10-05 03:56:00,2024,10,7650 W APPLETON AV,FIREARM,5,,7,3400,73,53222,2532076.6677325,405302.738903124,0,1,0,0,0,0,0,0,0,0
C2410250025,2024-10-05 02:16:00,2024,10,5100 W BURLEIGH ST,PERSONAL WEAPON,7,5,7,5000,94,53216,2540273.44859848,398443.148163848,0,1,0,0,0,0,0,0,0,0
C2410050098,2024-10-05 02:00:00,2024,10,4267 N 46TH WA,,7,1,7,4000,66,53216,2541588.24295967,405465.538132262,0,0,0,0,0,0,0,0,1,0
C2410050065,2024-10-05 01:00:00,2024,10,,"LETHAL CUTTING INSTRUMENT,PERSONAL WEAPON",8,15,2,15900,221,53204,2549685.89241489,378192.527599536,0,0,0,0,0,0,0,1,0,0
C2410050026,2024-10-05 00:00:00,2024,10,8731 W HERBERT AV,,5,,7,3300,75,53225,2528506.32943663,408807.912568361,0,0,0,1,0,0,0,0,0,0
C2410080007,2024-10-05 00:00:00,2024,10,,PERSONAL WEAPON,7,5,7,4800,101,53216,2545740.76922628,399624.668147467,0,0,0,0,0,0,0,1,0,0
P2C24100072,2024-10-05 00:00:00,2024,10,1632 N FRANKLIN PL,,3,,1,11000,178,53202,2562115.28345533,390360.903692372,0,0,0,1,0,0,0,0,0,0
P2C24100079,2024-10-05 00:00:00,2024,10,730 N JACKSON ST,,4,,1,14400,141,53202,2560447.13851464,385688.877667364,0,0,0,1,0,0,0,0,0,0
P2C24100097,2024-10-05 00:00:00,2024,10,3225 W MC KINLEY BL,,4,14,3,12200,196,53208,2546741.64260946,388396.281710453,0,0,0,0,0,1,0,0,0,0
C2410040149,2024-10-04 23:20:00,2024,10,2604 W CAPITOL DR,FIREARM,1,4,5,4200,57,53206,2548613.72470692,403938.534047831,0,1,0,0,0,0,0,0,0,0
P2C24100058,2024-10-04 23:05:00,2024,10,1709 N ARLINGTON PL,,3,,1,11200,174,53202,2562483.7099768,390855.353851736,0,0,0,0,0,0,0,0,1,0
P2C24100050,2024-10-04 23:00:00,2024,10,3112 N WEIL ST,,3,,5,7100,121,53212,2561312.76225361,398913.44167402,0,0,0,0,0,1,0,0,0,0
C2410040148,2024-10-04 23:00:00,2024,10,626 W LAND PL,FIREARM,6,13,5,186000,171,53212,2556047.6462855,391719.463057987,0,1,0,0,0,0,0,0,0,0
C2410040147,2024-10-04 22:57:00,2024,10,4629 N 31ST ST,FIREARM,1,2,5,2400,60,53209,2547000.72617583,408183.422626182,0,1,0,0,0,0,0,0,0,0
C2410050054,2024-10-04 21:00:00,2024,10,5631 N 94TH ST,,2,19,4,502,31,53225,2526068.34345296,414478.098222971,0,0,0,0,0,1,0,0,0,0
C2410050063,2024-10-04 21:00:00,2024,10,1924 N HUBBARD ST,,6,,5,11400,173,53212,2558998.37866157,391694.839053553,0,0,0,1,0,0,0,0,0,1
C2410050057,2024-10-04 21:00:00,2024,10,3289 S DAYFIELD AV,PERSONAL WEAPON,14,,6,20800,287,53207,2566088.82225046,365800.922943894,0,1,0,0,0,0,0,0,0,0
C2410070117,2024-10-04 21:00:00,2024,10,2601 N 44TH ST,HANDGUN,15,5,3,6100,155,53210,2542653.56357041,395153.376047589,0,1,0,0,0,0,0,0,0,0
C2410050104,2024-10-04 20:00:00,2024,10,9315 W SHERIDAN AV,,2,19,4,502,37,53225,2526213.28637337,413880.973228972,0,0,0,1,0,1,0,0,0,0
C2410040122,2024-10-04 19:20:00,2024,10,4502 N 39TH ST,PERSONAL WEAPON,7,1,7,2600,61,53209,2544459.79826513,407179.52882462,0,1,0,0,0,0,0,0,0,0
C2410050004,2024-10-04 19:00:00,2024,10,1978 S 29TH ST,,8,15,2,17000,216,53215,2548254.23917656,374319.993794922,0,0,0,0,0,0,0,0,0,1
C2410050132,2024-10-04 18:30:00,2024,10,8453 N SERVITE DR,,9,,4,102,5,53223,2531443.17546538,433605.462778922,0,0,0,1,0,0,0,0,0,0
C2410040115,2024-10-04 18:15:00,2024,10,140 E MASON ST,,4,,1,14400,141,53202,2558730.59115573,385955.319682371,0,0,0,0,0,0,0,0,0,1
C2410050007,2024-10-04 17:00:00,2024,10,1247 W STATE ST,,4,12,3,14600,186,53233,2553881.21920119,387086.399801414,0,0,0,1,0,0,0,0,0,0
C2410040124,2024-10-04 17:00:00,2024,10,302 W JUNEAU AV,,6,13,1,14100,172,53203,2557439.05304309,388086.471165899,0,0,0,0,0,0,0,0,0,1
C2410040103,2024-10-04 16:45:00,2024,10,1561 S 22ND ST,,8,15,2,16300,220,53204,2550684.26020624,376599.356295642,0,0,0,0,0,0,0,0,0,1
C2410040098,2024-10-04 16:35:00,2024,10,4358 N 42ND ST,PERSONAL WEAPON,7,1,7,2600,61,53209,2543574.41643905,406387.302080579,0,1,0,0,0,0,0,0,0,0
C2410040112,2024-10-04 16:09:00,2024,10,920 E PLEASANT ST,,3,,1,11100,179,53202,2561095.6371431,389942.280949701,0,0,0,0,0,0,0,0,0,1
C2410040097,2024-10-04 16:00:00,2024,10,5969 N 42ND ST,HANDGUN,1,2,4,1100,22,53209,2543347.38787362,417020.747321155,0,1,0,0,0,0,1,0,0,0
P2C24100081,2024-10-04 16:00:00,2024,10,1015 E HAMILTON ST,,3,,1,11200,174,53202,2561436.65231702,391365.057114694,0,0,0,1,0,0,0,0,0,0
C2410040117,2024-10-04 15:45:00,2024,10,900 N PLANKINTON AV,,4,,1,186300,185,53203,2557765.98678222,386520.682629432,0,0,0,0,0,0,0,0,1,0
C2410040111,2024-10-04 15:45:00,2024,10,1 W UNKNOWN WA,FIREARM,,,,,,,,,0,1,0,0,0,0,0,0,0,0
C2410050028,2024-10-04 14:30:00,2024,10,1126 E PLEASANT ST,,3,,1,11000,179,53202,2561994.14084273,389954.928728953,0,0,0,1,0,0,0,0,0,0
C2410070091,2024-10-04 14:00:00,2024,10,3801 S 6TH ST,,13,,6,20300,276,53221,2555585.46964339,361816.418657336,0,0,0,1,0,0,0,0,0,0
C2410060074,2024-10-04 12:00:00,2024,10,191 W MICHIGAN ST,,4,,1,186300,183,53203,2558034.18033209,385064.376983114,0,0,0,0,0,0,0,0,0,1
C2410040080,2024-10-04 11:45:00,2024,10,3030 W VILLARD AV,,1,2,4,2100,50,53209,2547146.74904575,411953.693551775,0,0,0,0,0,0,0,0,1,0
C2410040072,2024-10-04 10:43:00,2024,10,5201 N 91ST ST,,5,,4,501,36,53225,2527105.01153318,411580.529318377,0,0,0,0,0,0,0,0,1,0
C2410040069,2024-10-04 10:40:00,2024,10,925 N MARTIN L KING JR DR,,4,,1,186300,185,53203,2557269.12865586,387069.822972,0,0,0,0,0,0,0,0,1,0
C2410050113,2024-10-04 10:00:00,2024,10,6163 N JOYCE AV,,2,2,4,1400,28,53225,2529025.86143643,418049.624641456,0,0,0,0,0,1,0,0,0,0
C2410040090,2024-10-04 09:30:00,2024,10,300 W BURLEIGH ST,,6,6,5,7000,117,53212,2557295.58971163,398690.215007532,0,0,0,0,0,0,0,0,0,1
C2410050046,2024-10-04 09:00:00,2024,10,8750 W POTOMAC AV,,5,,7,1700,36,53225,2528307.30731112,410056.669902459,0,0,0,0,0,0,0,0,0,1
C2410080190,2024-10-04 09:00:00,2024,10,3740 N FRATNEY ST,,6,7,5,4400,120,53212,2560648.86548259,402535.973316111,0,0,0,0,0,0,0,0,1,0
C2410040066,2024-10-04 08:24:00,2024,10,4147 N 68TH ST,FIREARM,2,,7,3500,71,53216,2534996.43106517,404738.301422954,0,1,0,0,0,0,0,0,0,0
C2410050084,2024-10-04 07:15:00,2024,10,5715 W ROOSEVELT DR,,7,5,7,5000,93,53216,2538499.33359391,399075.47294477,0,0,0,1,0,0,0,0,0,0
C2410040026,2024-10-04 04:15:00,2024,10,7130 W CHAMBERS CT,,10,,7,5800,89,53210,2534045.42905633,397652.551206738,0,0,0,1,0,0,0,0,0,0
C2410040023,2024-10-04 02:37:00,2024,10,3210 W WISCONSIN AV,,4,14,3,13500,194,53208,2546793.03249341,385288.052615736,1,0,0,0,0,0,0,0,0,0
C2410040016,2024-10-04 01:50:00,2024,10,3922 N 19TH PL,PERSONAL WEAPON,6,4,5,4600,110,53206,2551401.62723628,403454.42245825,0,1,0,0,0,0,0,0,0,0
C2410040051,2024-10-04 01:00:00,2024,10,7428 N GRANVILLE RD,,9,,4,202,8,53224,2526251.2130375,426348.854279581,0,0,0,1,0,0,0,0,0,0
C2410040012,2024-10-04 00:50:00,2024,10,3300 W PABST AV,,8,,2,17200,249,53215,2546940.06571943,369905.86337702,1,0,0,0,0,0,0,0,0,0
C2410040141,2024-10-04 00:00:00,2024,10,9116 N JOYCE AV,,9,,4,101,3,53224,2528885.21188128,437595.380589809,0,0,0,0,0,0,0,0,1,0
C2410050130,2024-10-04 00:00:00,2024,10,8437 N SERVITE DR,,9,,4,102,5,53223,2531443.17546538,433605.462778922,0,0,0,0,0,0,0,0,0,1
C2410050127,2024-10-04 00:00:00,2024,10,8433 N SERVITE DR,,9,,4,102,5,53223,2531443.17546538,433605.462778922,0,0,0,0,0,0,0,0,0,1
C2410050128,2024-10-04 00:00:00,2024,10,8455 N SERVITE DR,,9,,4,102,5,53223,2531443.17546538,433605.462778922,0,0,0,0,0,0,0,0,0,1
P2C24100214,2024-10-04 00:00:00,2024,10,4167 N SHERMAN BL,,7,1,7,4000,63,53216,2542849.25115603,405130.241330083,0,0,0,0,0,0,0,0,1,0
P2C24100113,2024-10-03 23:30:00,2024,10,1301 N 55TH ST,,10,,3,12400,199,53208,2539215.06182109,388296.849288631,0,0,0,0,0,1,0,0,0,0
C2410030155,2024-10-03 22:30:00,2024,10,3821 W WALNUT ST,FIREARM,15,11,3,9600,165,53208,2544616.77399262,390201.752843723,0,1,0,0,0,0,0,0,0,0
C2410040020,2024-10-03 22:06:00,2024,10,1316 S 7TH ST,,12,16,2,16500,231,53204,2556330.64816386,377832.270958364,0,0,0,0,0,1,0,0,0,0
C2410030153,2024-10-03 22:00:00,2024,10,306 E LOCUST ST,,6,6,5,7000,136,53212,2559116.57948521,397377.962842792,0,1,0,0,0,0,0,0,0,0
C2410040024,2024-10-03 21:55:00,2024,10,2041 S 5TH PL,,12,16,2,16600,234,53204,2556931.79664262,374078.147973392,0,0,0,0,0,0,0,0,0,1
C2410040064,2024-10-03 21:00:00,2024,10,1721 W CANAL ST,,8,,3,186800,222,53233,2552155.20432998,382085.291934092,0,0,0,1,0,0,0,0,0,0
C2410030139,2024-10-03 20:50:00,2024,10,3306 W WELLS ST,,4,14,3,13500,194,53208,2546624.83766442,385967.89785349,0,0,0,1,0,0,0,0,1,0
C2410040055,2024-10-03 20:33:00,2024,10,1134 N VEL R PHILLIPS AV,,4,,1,186300,185,53203,2557073.02111761,387755.655436307,0,0,0,0,0,0,0,0,1,0
C2410100107,2024-10-03 20:30:00,2024,10,6724 W CHAMBERS ST,,10,,7,5800,89,53210,2535240.09389723,397694.86720049,0,0,0,0,0,0,0,0,1,0
C2410060132,2024-10-03 20:00:00,2024,10,8834 W CONGRESS ST,,5,,7,3300,75,53225,2527866.24450749,406078.421351478,0,0,0,0,0,0,0,0,0,1
C2410040053,2024-10-03 20:00:00,2024,10,3560 N 9TH ST,,6,4,5,4500,114,53206,2555030.28651328,401597.400040243,0,1,0,0,0,0,0,0,0,0
C2410040011,2024-10-03 19:00:00,2024,10,795 N JEFFERSON ST,,4,,1,14400,141,53202,2559768.23679051,386516.890307795,0,0,0,0,0,1,0,0,0,0
C2410030116,2024-10-03 18:25:00,2024,10,4681 N 76TH ST,,5,,7,3300,73,53218,2532111.23041039,408372.463483043,0,0,0,0,0,0,0,0,0,1
C2410030113,2024-10-03 18:08:00,2024,10,400 N WATER ST,,4,,1,187400,182,53202,2559246.47704018,384226.677842028,0,0,0,1,0,0,0,0,0,1
C2410030129,2024-10-03 17:54:00,2024,10,4380 N 51ST BL,FIREARM,7,1,7,2700,64,53218,2540404.417231,406446.792577416,0,1,0,0,0,0,0,0,0,0
P2C24100043,2024-10-03 17:19:00,2024,10,110 E GREENFIELD AV,,12,16,2,16500,223,53204,2558796.10560223,377675.855885111,0,0,0,1,0,0,0,0,0,0
C2410030103,2024-10-03 17:10:00,2024,10,4820 N 37TH ST,HANDGUN,1,2,7,2500,51,53209,2545026.29797177,409446.51907086,0,1,0,0,0,0,0,0,0,0
C2410030104,2024-10-03 17:00:00,2024,10,485 N 29TH ST,FIREARM,10,14,3,14900,193,53208,2547949.30242873,384287.973087259,0,1,0,0,0,0,0,0,0,0
C2410030109,2024-10-03 17:00:00,2024,10,2900 W CLYBOURN ST,FIREARM,10,14,3,13400,193,53208,2547915.92071812,384364.830557473,0,1,0,0,0,0,0,0,0,0
C2410030091,2024-10-03 15:30:00,2024,10,4453 N 75TH ST,PERSONAL WEAPON,2,,7,3200,70,53218,2532638.16836412,406692.078739047,0,1,0,0,0,0,0,0,0,0
P2C24100054,2024-10-03 15:30:00,2024,10,800 W WELLS ST,,4,,1,186300,184,53233,2555582.10493449,386039.110381834,0,0,0,0,0,0,0,0,1,0
C2410030086,2024-10-03 15:00:00,2024,10,5141 N 85TH ST,"BLUNT OBJECT,PERSONAL WEAPON",2,,7,1700,38,53225,2529515.41935011,411343.746272903,0,1,0,1,0,0,0,0,0,0
C2410030098,2024-10-03 14:48:00,2024,10,7201 W MARINE DR,FIREARM,9,,4,101,4,53223,2532671.22810035,437572.44496847,0,0,0,0,0,0,1,0,0,0
C2410030117,2024-10-03 14:48:00,2024,10,2320 W BIRCHWOOD AV,,13,,6,21700,301,53221,2550259.58918013,349306.840872142,0,0,0,0,0,0,0,0,1,0
P2C24100041,2024-10-03 14:00:00,2024,10,404 W ST PAUL AV,,4,,1,186300,183,53203,2557002.00875551,384051.574618157,0,0,0,1,0,0,0,0,0,0
C2410030088,2024-10-03 13:30:00,2024,10,5526 W CAPITOL DR,,2,,7,3600,67,53216,2538860.14607593,403755.584388878,0,0,0,0,0,0,0,0,1,0
C2410100053,2024-10-03 12:00:00,2024,10,4925 N 24TH ST,,1,3,7,2300,54,53209,2549657.13676142,410304.096865714,0,0,0,0,0,0,0,0,0,1
C2410120060,2024-10-03 12:00:00,2024,10,3874 N VEL R PHILLIPS AV,,6,6,5,4400,115,53212,2556996.6108692,403331.922172654,0,0,0,0,0,0,0,0,1,0
C2410040109,2024-10-03 11:00:00,2024,10,8951 N 95TH ST,PERSONAL WEAPON,9,18,4,201,1,53224,2525771.13479449,436574.709897932,0,1,0,0,0,0,0,0,0,0
C2410030122,2024-10-03 10:00:00,2024,10,2012 E BRADFORD AV,,3,,1,7700,130,53211,2565139.64696095,394853.650872666,0,0,0,0,0,1,0,0,0,0
C2410030094,2024-10-03 08:30:00,2024,10,3835 N 53RD ST,,7,5,7,3700,95,53216,2539704.19972824,402719.742432497,0,0,0,0,0,0,0,0,1,0
P2C24100049,2024-10-03 07:00:00,2024,10,1580 N FARWELL AV,,3,,1,11000,178,53202,2562904.44648427,390248.272592165,0,0,0,0,0,0,0,0,1,0
C2410030006,2024-10-03 00:30:00,2024,10,4319 S QUINCY AV,PERSONAL WEAPON,13,,6,20900,291,53207,2561346.59388569,359300.049440525,0,1,0,0,0,0,0,0,0,0
C2410030002,2024-10-03 00:15:00,2024,10,3280 N 26TH ST,,7,4,5,6500,106,53206,2548754.22031556,399925.704955131,0,0,0,1,0,0,0,0,0,0
C2410100073,2024-10-03 00:00:00,2024,10,4620 N 19TH PL,HANDGUN,1,3,7,2300,55,53209,2551465.19714391,408093.699290182,0,1,0,0,0,0,0,0,0,0
P2C24100082,2024-10-03 00:00:00,2024,10,4401 N 65TH ST,,2,,7,3100,68,53218,2535863.68785693,406355.206406646,0,0,0,0,0,0,0,0,1,0
C2410030008,2024-10-02 22:30:00,2024,10,966 N VEL R PHILLIPS AV,,4,,1,186300,185,53203,2557083.69322231,386893.441754214,0,0,0,0,0,0,0,0,0,1
C2410040049,2024-10-02 22:30:00,2024,10,N 22ND ST & W KEEFE AV,,6,4,5,4700,105,53206,2550371.54367952,401295.641031765,0,0,0,0,0,0,0,0,1,0
C2410020153,2024-10-02 22:25:00,2024,10,949 N 9TH ST,NONE,4,,1,186300,184,53233,2554850.37828142,386587.653316852,0,1,0,0,0,0,0,0,0,0
C2410020155,2024-10-02 22:11:00,2024,10,7335 W GOOD HOPE RD,PERSONAL WEAPON,9,,4,700,13,53223,2533114.01733272,425038.441302873,0,1,0,0,0,0,0,0,0,0
C2410030051,2024-10-02 22:00:00,2024,10,5021 W NORTH AV,,15,5,3,9200,153,53210,2540646.445049,393125.32333184,0,0,0,0,0,0,0,0,0,1
P2C24100028,2024-10-02 21:00:00,2024,10,740 N BROADWAY,,4,,1,14400,141,53202,2559274.20192499,385866.718521316,0,0,0,0,0,1,0,0,0,0
C2410020159,2024-10-02 20:30:00,2024,10,,PERSONAL WEAPON,4,,1,187400,182,53202,2560283.1841615,383002.500397164,0,0,0,0,0,0,0,1,0,0
C2410030003,2024-10-02 20:00:00,2024,10,1123 S 17TH ST,,12,15,2,15800,305,53204,2552406.02438021,378449.596291911,0,0,0,1,0,0,0,0,0,0
C2410020141,2024-10-02 20:00:00,2024,10,4407 N 37TH ST,BLUNT OBJECT,7,1,7,2600,61,53209,2545033.22745597,406606.168280218,0,1,0,0,0,0,0,0,0,0
C2410020122,2024-10-02 17:22:00,2024,10,2215 N VEL R PHILLIPS AV,PERSONAL WEAPON,6,6,5,185600,138,53212,2557026.3384023,393038.022074603,0,1,0,0,0,0,0,0,0,0
C2410020118,2024-10-02 17:18:00,2024,10,5201 N 91ST ST,,5,,4,501,36,53225,2527105.01153318,411580.529318377,0,0,0,0,0,0,0,0,1,0
C2410030090,2024-10-02 17:00:00,2024,10,4478 N 84TH ST,,5,,7,3300,75,53225,2529511.05480289,406783.767430354,0,0,0,0,0,0,0,0,1,0
C2410020162,2024-10-02 16:12:00,2024,10,1 S BREWERS WA,,10,,3,12500,201,53208,2541309.31503595,382865.022687085,0,0,0,0,0,1,0,0,0,0
P2C24100160,2024-10-02 15:00:00,2024,10,2450 W NORTH AV,,15,9,3,9900,145,53206,2549449.41755656,393969.732171562,0,0,0,0,0,0,0,0,1,0
C2410020091,2024-10-02 14:20:00,2024,10,S QUINCY AV & E MONTANA ST,,14,,6,18400,240,53207,2561351.0299894,369253.2915258,0,0,0,0,0,0,0,0,0,1
C2410020093,2024-10-02 12:45:00,2024,10,3470 N OAKLAND AV,,3,,1,7300,123,53211,2564297.27442302,401231.836461023,0,0,0,0,0,0,0,0,1,0
C2410020069,2024-10-02 12:10:00,2024,10,733 S 35TH ST,HANDGUN,8,15,2,16000,210,53215,2546118.87327528,379524.987516209,0,0,0,0,0,0,1,0,0,0
P2C24100042,2024-10-02 12:00:00,2024,10,5236 N 103RD ST,,5,,4,501,35,53225,2522970.56511582,411841.735473886,0,0,0,0,0,0,0,0,1,0
C2410020057,2024-10-02 11:00:00,2024,10,2830 W MITCHELL ST,PERSONAL WEAPON,8,15,2,17000,216,53215,2548171.70310651,375846.468978338,0,1,0,0,0,0,0,0,0,0
